 527,373,0,1550574831661848
 528,374,0,1550574831669999
 532,377,0,1550574831677821
 534,379,0,1550574831686665
 538,384,0,1550574831695067
 539,386,0,1550574831701942
 541,389,0,1550574831709852
 542,391,0,1550574831782010
 543,392,0,1550574831797863
 545,392,0,1550574831805665
 548,392,0,1550574831813936
 552,392,0,1550574831823843
 556,393,0,1550574831829814
 560,394,0,1550574831837695
 562,395,0,1550574831846022
 565,397,0,1550574831854027
 566,398,0,1550574831861812
 568,399,0,1550574831878020
 566,396,0,1550574832133748
 551,384,0,1550574832141658
 527,366,0,1550574832149838
 499,350,0,1550574832158656
 471,332,0,1550574832165851
 435,312,0,1550574832173673
 405,294,0,1550574832181825
 373,278,0,1550574832189888
 339,260,0,1550574832198541
 309,248,0,1550574832205795
 285,234,0,1550574832213699
 263,224,0,1550574832221798
 247,214,0,1550574832229949
 239,210,0,1550574832237901
 233,206,0,1550574832253738
 231,204,0,1550574832254031
 229,203,0,1550574832270015
 226,203,0,1550574832286939
 224,203,0,1550574832294683
 222,201,0,1550574832301886
 216,198,0,1550574832309757
 210,193,0,1550574832317726
 204,189,0,1550574832326874
 199,186,0,1550574832333955
 191,181,0,1550574832342640
 185,177,0,1550574832351666
 177,173,0,1550574832359116
 170,169,0,1550574832365814
 163,165,0,1550574832375128
 156,161,0,1550574832382047
 151,156,0,1550574832389775
 147,154,0,1550574832397837
 143,151,0,1550574832405853
 139,147,0,1550574832413958
 137,146,0,1550574832421802
 133,143,0,1550574832430621
 129,139,0,1550574832437822
 124,135,0,1550574832446797
 118,130,0,1550574832453982
 113,125,0,1550574832461868
 108,120,0,1550574832469682
 104,114,0,1550574832478076
 102,111,0,1550574832486101
 101,108,0,1550574832493795
 98,104,0,1550574832501680
 97,102,0,1550574832510785
 97,102,2,1550574832941962
 97,106,0,1550574833141783
 97,122,0,1550574833149945
 97,146,0,1550574833157704
 101,170,0,1550574833165984
 105,194,0,1550574833173683
 113,220,0,1550574833182925
 121,242,0,1550574833189845
 131,264,0,1550574833198004
 141,284,0,1550574833206439
 147,304,0,1550574833213974
 153,318,0,1550574833221784
 161,332,0,1550574833233957
 163,340,0,1550574833237784
 163,348,0,1550574833245879
 165,354,0,1550574833253712
 165,357,0,1550574833270655
 165,359,0,1550574833278859
 165,361,0,1550574833285749
 165,362,0,1550574833293710
 165,365,0,1550574833301765
 165,366,0,1550574833311311
 164,367,0,1550574833317933
 162,371,0,1550574833326734
 162,372,0,1550574833333756
 160,375,0,1550574833341775
 159,377,0,1550574833350085
 157,379,0,1550574833357766
 155,381,0,1550574833366557
 152,383,0,1550574833373705
 150,385,0,1550574833381919
 146,387,0,1550574833389959
 143,389,0,1550574833397913
 138,390,0,1550574833405713
 135,392,0,1550574833413645
 128,394,0,1550574833421974
 123,398,0,1550574833430001
 117,402,0,1550574833437778
 110,407,0,1550574833446355
 104,412,0,1550574833453961
 98,418,0,1550574833462916
