-1,155057484.70062357
-1,155057484.70454544
-1,155057484.70757854
-1,155057484.71056294
-1,155057484.71345848
-1,155057484.71627694
-1,155057484.71895006
-1,155057484.72162387
-1,155057484.72447228
-1,155057484.72730023
-1,155057484.73019722
-1,155057484.73302338
-1,155057484.73593795
-1,155057484.73881215
-1,155057484.74172926
-1,155057484.74460378
-1,155057484.74738574
-1,155057484.75025803
-1,155057484.7529346
-1,155057484.7557568
-1,155057484.75852793
-1,155057484.76135138
-1,155057484.76436538
-1,155057484.7678854
-1,155057484.77131405
-1,155057484.77446932
-1,155057484.77776277
-1,155057484.78115442
-1,155057484.7843065
-1,155057484.78786302
-1,155057484.79111898
-1,155057484.79436165
-1,155057484.79772472
-1,155057484.80150872
-1,155057484.80487493
-1,155057484.80869883
-1,155057484.8127169
-1,155057484.8171485
-1,155057484.82103863
-1,155057484.82563484
-1,155057484.82964274
-1,155057484.833599
-1,155057484.83824328
-1,155057484.84164366
-1,155057484.8450268
-1,155057484.84887603
-1,155057484.852516
-1,155057484.85592493
-1,155057484.85923234
-1,155057484.8626112
-1,155057484.86616316
-1,155057484.8693139
-1,155057484.8724478
-1,155057484.87507096
-1,155057484.87776667
-1,155057484.88050777
-1,155057484.8831711
-1,155057484.88584298
-1,155057484.88860512
-1,155057484.89134765
-1,155057484.89410168
-1,155057484.89686763
-1,155057484.89955103
-1,155057484.90237612
-1,155057484.90521884
-1,155057484.90792125
-1,155057484.91105598
-1,155057484.91433653
-1,155057484.9174067
-1,155057484.92117783
-1,155057484.9242621
-1,155057484.92779428
-1,155057484.93100557
-1,155057484.934464
-1,155057484.93784824
-1,155057484.941161
-1,155057484.94434413
-1,155057484.94795638
-1,155057484.9512051
-1,155057484.95433575
-1,155057484.95751682
-1,155057484.96120414
-1,155057484.9643107
-1,155057484.9679104
-1,155057484.97113657
-1,155057484.97436723
-1,155057484.97750953
-1,155057484.9812418
-1,155057484.98432034
-1,155057484.98790175
-1,155057484.99116573
-1,155057484.9943554
-1,155057484.99750608
-1,155057485.0012019
-1,155057485.00418618
-1,155057485.00777677
-1,155057485.01097208
-1,155057485.0142094
-1,155057485.01739115
-1,155057485.0210759
-1,155057485.02425897
-1,155057485.02780688
-1,155057485.0310412
-1,155057485.03426272
-1,155057485.0377689
-1,155057485.04131287
-1,155057485.04424408
-1,155057485.04783416
-1,155057485.05110812
-1,155057485.0543083
-1,155057485.05752498
-1,155057485.06116566
-1,155057485.06433162
-1,155057485.06793734
-1,155057485.07116953
-1,155057485.07431373
-1,155057485.07750142
-1,155057485.080958
-1,155057485.0841799
-1,155057485.08776432
-1,155057485.09095317
-1,155057485.0943138
-1,155057485.09761164
-1,155057485.1011973
-1,155057485.10443184
-1,155057485.10787788
-1,155057485.1111379
-1,155057485.1143604
-1,155057485.11754292
-1,155057485.1209922
-1,155057485.12426534
-1,155057485.1278976
-1,155057485.13113302
-1,155057485.13439196
-1,155057485.13762635
-1,155057485.1413078
-1,155057485.14460897
-1,155057485.14798218
-1,155057485.15110117
-1,155057485.15436825
-1,155057485.15750155
-1,155057485.16111946
-1,155057485.16433516
-1,155057485.1678707
-1,155057485.17109528
-1,155057485.17434427
-1,155057485.1775129
-1,155057485.18115467
-1,155057485.18431154
-1,155057485.1879348
-1,155057485.19120264
-1,155057485.1943334
-1,155057485.19759315
-1,155057485.20108783
-1,155057485.20436266
-1,155057485.20794013
-1,155057485.21117896
-1,155057485.21433213
-1,155057485.21751878
-1,155057485.22110465
-1,155057485.22432533
-1,155057485.2279262
-1,155057485.2310974
-1,155057485.23434713
-1,155057485.23751086
-1,155057485.24119338
-1,155057485.24450415
-1,155057485.24819633
-1,155057485.2511386
-1,155057485.25440532
-1,155057485.2574972
-1,155057485.2611583
-1,155057485.2642045
-1,155057485.26778895
-1,155057485.27100015
-1,155057485.27431935
-1,155057485.27748
-1,155057485.28119284
-1,155057485.28445607
-1,155057485.28779143
-1,155057485.291107
-1,155057485.29414225
-1,155057485.29748306
-1,155057485.30105376
-1,155057485.30418408
-1,155057485.30781528
-1,155057485.3110023
-1,155057485.3142229
-1,155057485.31743515
-1,155057485.32103676
-1,155057485.32423818
-1,155057485.32787582
-1,155057485.33098453
-1,155057485.3342439
-1,155057485.33742264
-1,155057485.34106582
-1,155057485.34426385
-1,155057485.3484547
-1,155057485.3530395
-1,155057485.35761893
-1,155057485.36127335
-1,155057485.36516437
-1,155057485.36851677
-1,155057485.3719173
-1,155057485.37472913
-1,155057485.3773386
-1,155057485.37987053
-1,155057485.3825915
-1,155057485.38534606
-1,155057485.38811633
-1,155057485.39096516
-1,155057485.3942188
-1,155057485.39745498
-1,155057485.4010621
-1,155057485.40418842
-1,155057485.40791804
-1,155057485.41109893
-1,155057485.41433474
-1,155057485.4175604
-1,155057485.42120385
-1,155057485.42420453
-1,155057485.4277587
-1,155057485.43094188
-1,155057485.43416998
-1,155057485.43737102
-1,155057485.44098413
-1,155057485.4442571
-1,155057485.44773898
-1,155057485.4509365
-1,155057485.4542448
-1,155057485.45739272
-1,155057485.46102595
-1,155057485.4641854
-1,155057485.46804377
-1,155057485.4712828
-1,155057485.47447327
-1,155057485.47765806
-1,155057485.4811983
-1,155057485.4843921
-1,155057485.4883411
-1,155057485.49154484
-1,155057485.49447185
-1,155057485.4976372
-1,155057485.50123042
-1,155057485.50446492
-1,155057485.50793287
-1,155057485.51115572
-1,155057485.51444393
-1,155057485.51766303
-1,155057485.52120474
-1,155057485.5248407
-1,155057485.52846417
-1,155057485.53304702
-1,155057485.53749603
-1,155057485.5411785
-1,155057485.54528278
-1,155057485.5492305
-1,155057485.5535639
-1,155057485.5574413
-1,155057485.56135297
-1,155057485.5660314
-1,155057485.57010525
-1,155057485.57435745
-1,155057485.5789081
-1,155057485.5828815
-1,155057485.5867353
-1,155057485.59080768
-1,155057485.5949378
-1,155057485.59864575
-1,155057485.6023001
-1,155057485.60534504
-1,155057485.6081378
-1,155057485.61106187
-1,155057485.6137813
-1,155057485.61673814
-1,155057485.61964792
-1,155057485.62229732
-1,155057485.62492886
-1,155057485.6275706
-1,155057485.6301733
-1,155057485.63278553
-1,155057485.63557976
-1,155057485.63885093
-1,155057485.64161557
-1,155057485.64447266
-1,155057485.64800322
-1,155057485.65127578
-1,155057485.65449646
-1,155057485.6575938
-1,155057485.66104266
-1,155057485.6642381
-1,155057485.66780552
-1,155057485.67103082
-1,155057485.67424595
-1,155057485.6811125
-1,155057485.68426257
-1,155057485.68783256
-1,155057485.6910618
-1,155057485.6943355
-1,155057485.69757247
-1,155057485.7043135
-1,155057485.72791928
-1,155057485.74451882
-1,155057485.7479778
-1,155057485.75124428
-1,155057485.75434268
-1,155057485.7575458
-1,155057485.7643616
-1,155057485.76794922
1,155057485.7743403
1,155057485.7775873
1,155057485.7811389
1,155057485.78442743
1,155057485.78803775
1,155057485.79122835
1,155057485.7944574
1,155057485.7977895
1,155057485.80191272
1,155057485.80639097
1,155057485.8105535
1,155057485.81494686
1,155057485.81897974
1,155057485.82322285
1,155057485.82724994
1,155057485.8308769
1,155057485.83514696
1,155057485.8390506
1,155057485.8425315
1,155057485.84580353
1,155057485.84926262
1,155057485.85261908
1,155057485.8559495
1,155057485.85929704
1,155057485.86286384
1,155057485.86686334
1,155057485.87063938
1,155057485.8749589
-1,155057485.87919408
-1,155057485.88332683
-1,155057485.88769135
-1,155057485.89191538
-1,155057485.89630708
-1,155057485.90040496
-1,155057485.90400386
-1,155057485.9069866
-1,155057485.90995795
-1,155057485.91261372
-1,155057485.91525224
-1,155057485.91800374
-1,155057485.92076752
-1,155057485.9236774
-1,155057485.92654818
1,155057485.92940372
-1,155057485.93223676
1,155057485.9350685
1,155057485.937664
1,155057485.94023353
1,155057485.94281778
1,155057485.9454013
-1,155057485.9480204
-1,155057485.95103243
1,155057485.95428935
1,155057485.95746487
1,155057485.96118015
1,155057485.96436283
1,155057485.96794063
1,155057485.9710231
1,155057485.97426543
1,155057485.97757354
1,155057485.98118988
1,155057485.9844474
1,155057485.9879991
1,155057485.9911675
1,155057485.9942531
1,155057485.99757892
1,155057486.0012373
1,155057486.00438255
1,155057486.0079553
1,155057486.01120675
1,155057486.01435083
1,155057486.01757017
1,155057486.0215448
1,155057486.02500528
1,155057486.0282244
1,155057486.03135684
1,155057486.0346126
1,155057486.0377442
1,155057486.04138944
1,155057486.04465187
1,155057486.04815117
1,155057486.05131918
1,155057486.0545726
1,155057486.0577159
1,155057486.061399
1,155057486.0645749
1,155057486.0681686
1,155057486.07140002
1,155057486.07461178
1,155057486.07851416
1,155057486.0826812
1,155057486.08687472
1,155057486.09136286
1,155057486.09560528
1,155057486.09964073
-1,155057486.10331902
-1,155057486.10625145
-1,155057486.1089243
1,155057486.11195064
1,155057486.11567074
1,155057486.12008062
1,155057486.12406012
1,155057486.1283491
1,155057486.1318789
1,155057486.13475347
1,155057486.13773686
1,155057486.14041904
1,155057486.1431734
1,155057486.14598352
1,155057486.14909285
1,155057486.15235385
1,155057486.15517157
1,155057486.15868336
1,155057486.16190538
-1,155057486.16508594
1,155057486.168081
1,155057486.1710796
1,155057486.17402947
-1,155057486.17707363
1,155057486.18010136
1,155057486.18312365
1,155057486.18620384
1,155057486.18918735
1,155057486.19222155
1,155057486.19527164
1,155057486.1983481
1,155057486.20142862
-1,155057486.2045063
1,155057486.20816106
1,155057486.2112761
-1,155057486.21452433
1,155057486.21765384
-1,155057486.22130245
1,155057486.2245461
1,155057486.22806686
-1,155057486.23127836
-1,155057486.23450094
1,155057486.23802686
1,155057486.24139547
-1,155057486.24460214
-1,155057486.2482813
-1,155057486.25148413
-1,155057486.25442383
-1,155057486.25772196
1,155057486.26110816
1,155057486.26431662
-1,155057486.26798934
1,155057486.27115104
-1,155057486.27433717
-1,155057486.27753502
-1,155057486.2810677
-1,155057486.2842916
1,155057486.2878152
1,155057486.29106927
-1,155057486.29457396
1,155057486.29824167
-1,155057486.30187207
-1,155057486.3056368
-1,155057486.30981714
1,155057486.31352413
1,155057486.3167973
1,155057486.3196459
-1,155057486.3222826
-1,155057486.32483563
1,155057486.32780272
-1,155057486.33100727
-1,155057486.33438516
1,155057486.33746457
-1,155057486.34111914
-1,155057486.34437144
-1,155057486.3479756
-1,155057486.35101873
-1,155057486.354269
1,155057486.35753065
-1,155057486.3610311
-1,155057486.36425918
-1,155057486.36783475
-1,155057486.37115973
-1,155057486.37440822
-1,155057486.37767798
-1,155057486.38119647
-1,155057486.38439378
-1,155057486.38798997
-1,155057486.39119017
-1,155057486.39441743
-1,155057486.3975789
-1,155057486.4011423
-1,155057486.4043873
-1,155057486.40797275
-1,155057486.41117293
-1,155057486.41439894
-1,155057486.41754
-1,155057486.4215083
-1,155057486.42452395
-1,155057486.42800722
-1,155057486.43120354
-1,155057486.4345063
-1,155057486.4375766
-1,155057486.44123814
-1,155057486.4443399
-1,155057486.44800264
-1,155057486.4511636
-1,155057486.4544621
-1,155057486.45757622
-1,155057486.4611395
-1,155057486.4644
-1,155057486.46848428
-1,155057486.47237724
-1,155057486.47649205
-1,155057486.48072007
-1,155057486.48491803
-1,155057486.4881009
-1,155057486.49121445
-1,155057486.49413663
-1,155057486.49698353
-1,155057486.49976528
-1,155057486.5025602
-1,155057486.5054189
-1,155057486.50822458
